,Film,Year,Body_Count,MPAA_Rating,Genre,Director,Length_Minutes,IMDB_Rating,Film_Count,Body_Count_Min
563,Hitman,2007,55.0,R,Action,Xavier Gens,89,6.2,1,0.6179775280898876
564,Hitman,2007,55.0,R,Crime,Xavier Gens,89,6.2,1,0.6179775280898876
565,Hitman,2007,55.0,R,Drama,Xavier Gens,89,6.2,1,0.6179775280898876
566,Hitman,2007,55.0,R,Thriller,Xavier Gens,89,6.2,1,0.6179775280898876
567,Hollow Point,1996,17.0,R,Thriller,Sidney J. Furie,90,5.6,1,0.18888888888888888
568,Hollow Point,1996,17.0,R,Comedy,Sidney J. Furie,90,5.6,1,0.18888888888888888
569,Hollow Point,1996,17.0,R,Action,Sidney J. Furie,90,5.6,1,0.18888888888888888
570,Hostage,2005,16.0,R,Crime,Florent-Emilio Siri,113,6.6,1,0.1415929203539823
571,Hostage,2005,16.0,R,Drama,Florent-Emilio Siri,113,6.6,1,0.1415929203539823
572,Hostage,2005,16.0,R,Mystery,Florent-Emilio Siri,113,6.6,1,0.1415929203539823
573,Hostage,2005,16.0,R,Thriller,Florent-Emilio Siri,113,6.6,1,0.1415929203539823
574,Hot Fuzz,2007,29.0,R,Action,Edgar Wright,121,7.9,1,0.2396694214876033
575,Hot Fuzz,2007,29.0,R,Comedy,Edgar Wright,121,7.9,1,0.2396694214876033
576,Hot Shots!,1991,11.0,PG-13,Action,Jim Abrahams,84,6.6,1,0.13095238095238096
